YRPveMcAAAAJ	Jennifer Wortman Vaughan	FATE, Machine Learning, Algorithmic Economics	N/A	N
54w2_AcAAAAJ	Roch Guerin	networking, protocols, network economics, computer science	CS	Y
13gSrSQAAAAJ	Gary Delp	Electronics, Architecture, Standards, Negotiation, Technology transfer	N/A	N
gUEkPQEAAAAJ	Phillip Rogaway	cryptography, privacy, ethics and technology	N/A	N
2pW1g5IAAAAJ	Mihir Bellare	Cryptography, Security, Theory	N/A	N
UYZGdYwAAAAJ	Kartik Hosanagar	e-commerce, Internet marketing, Internet media, personalization, search engines	N/A	N
_tCANFgAAAAJ	Rute C. Sofia	networking, network architectures, IoT, mobility, computer science	N/A	N
R-XGnpcAAAAJ	Antoni B. Przygienda	Networking, Automation, Routing, IP	N/A	N
3DtMaPEAAAAJ	Soumya Sen	Internet economics, Information Systems	N/A	N
tFjo6FwAAAAJ	Ashwin Sridharan	Networks, Data, Optimization, Algorithms	N/A	N
97MiT_0AAAAJ	Mahmoud Naghshineh	cloud, mobile, analytics, consulting, business development	N/A	N
p7XFn7MAAAAJ	Inder Gopal	Networking, Cloud Computing, IOT	N/A	N
bOKmjf8AAAAJ	lixin Gao	Internet Routing, Multimedia Communication, Cloud Computing	N/A	N
2X6fAZgAAAAJ	Zhi-Li Zhang	Networking, Internet Techology, Systems, Data Mining & Machine Learning, Theory	N/A	N
VVpfyhsAAAAJ	Kumar N. Sivarajan	N/A	N/A	N
IIhYQ7oAAAAJ	Shu Tao	Network, Cloud Computing, Data Mining	N/A	N
5c38WVcAAAAJ	Carl Kesselman	computer science, medicine, bioinformatics	N/A	N
VGoSakQAAAAJ	Ian T. Foster	Computer science, computational science, distributed computing, data science	N/A	N
azcMaLoAAAAJ	Israel Cidon	networks, distributed systems, network on chip	N/A	N
HaNGX5gAAAAJ	Ariel Orda	Networking, Network Economics, Quality of Service, Network Resilience, Routing	N/A	N
GjFfiVwAAAAJ	Leonidas Georgiadis	N/A	N/A	N
fAw_t5EAAAAJ	Roger Chamberlain	Computer Engineering, Hybrid Computing, Computational Science	CS	Y
3Zg-7o4AAAAJ	Gregory D. Peterson	Computer architecture, computational science, reconfigurable computing, high performance computing, computational accelerators	N/A	N
s4oOVCsAAAAJ	Jonathan C. Beard	Heterogeneous Systems, HPC, Compilers, Languages, Compute Near Data	N/A	N
8Cfwia0AAAAJ	LIN MA	Parallel Computing, Programming and Performance Model for Many-core (GPUs) and Heterogeneous Architectures.	N/A	N
kJ_03NMAAAAJ	Arpith Jacob	N/A	N/A	N
0v5utcwAAAAJ	Ayan Chakrabarti	Computer Vision, Computational Photography, Machine Learning	CS	Y
MxantswAAAAJ	Charles Schaff	Machine Learning, Artificial Intelligence, Robotics	N/A	N
RAiewnEAAAAJ	Matthew R. Walter	Robotics, Computer Vision, Artificial Intelligence, Probabilistic Robotics, Natural Language Processing	N/A	N
bpSF_9EAAAAJ	Srinadh Bhojanapalli	Machine learning, Algorithms	N/A	N
e1ucbCYAAAAJ	Behnam Neyshabur	Machine Learning, Optimization, Deep Learning	N/A	N
KzSKtNUAAAAJ	Baochen Sun	Computer Vision, Machine Learning, Deep Learning	N/A	N
j7uL6VEAAAAJ	Kalyan Sunkavalli	Computer Graphics, Computer Vision, Computational Photography, Machine Learning	N/A	N
Sl_2kHcAAAAJ	Igor Vasiljevic	computer vision	N/A	N
d6vuvHIAAAAJ	Ronen Basri	Computer Vision	N/A	N
WH2KmRgAAAAJ	David W. Jacobs	Computer Vision	N/A	N
9xDADY4AAAAJ	Kate Saenko	Computer Vision, Machine Learning, Artificial Intelligence	N/A	N
bh-uRFMAAAAJ	Trevor Darrell	Computer Vision, Artificial Intelligence	N/A	N
mZxsTCcAAAAJ	Rama Chellappa	Computer Vision, Pattern Recognition, Image Processing, Signal Processing, Artificial Intelligence	N/A	N
jXTZEw4AAAAJ	A N Rajagopalan	Image Processing and Computer Vision	N/A	N
66qppJsAAAAJ	Steven J. Gortler	N/A	N/A	N
YLOz1kgAAAAJ	Greg Shakhnarovich	Computer Vision, Machine Learning	N/A	N
JepH3ckAAAAJ	Daniel Scharstein	Computer Vision, Robotics	N/A	N
0zZnyMEAAAAJ	William T. Freeman	computer vision, computational photography	N/A	N
1c5IZ0QAAAAJ	Ying Xiong	Computer Vision, Machine Learning, Computer Graphics	N/A	N
aN4IwM4AAAAJ	Keigo Hirakawa	N/A	N/A	N
oizZKrsAAAAJ	Todd Zickler	Computer Vision	N/A	N
rynvwScAAAAJ	Aaron Bobick	Computer Vision - Robotics	CS	Y
G5_VFfkAAAAJ	Tucker Hermans	Robotics, Manipulation, Robot Learning, Motion Planning, Artificial Intelligence	N/A	N
Q_4d9N0AAAAJ	Greg Turk	Computer Graphics, Robotics, Scientific Visualization, Biological Simulation	N/A	N
gdD2E9QAAAAJ	Raffay Hamid	N/A	N/A	N
H7vcwSAAAAAJ	Vivek Kwatra	Computer Vision, Image and Video Processing	N/A	N
8kA3eDwAAAAJ	James M. Rehg	computer vision, robotics, machine learning, human-computer interaction, parallel and distributed computing	N/A	N
YPq3ax4AAAAJ	Claudio Pinhanez	Artificial Intelligence, Social Networks, HCI, Ubiquitous Computing	N/A	N
XM97iScAAAAJ	Irfan Essa	Computer Vision, Computer Graphics, Machine Learning, Artificial Intelligence, Robotics	N/A	N
qi7fvXoAAAAJ	Andrew Wilson	Human Computer Interaction	N/A	N
umwcZdgipNoC	Hila Ben Abraham	N/A	CS	Y
qC7oNRUAAAAJ	Sanjoy Baruah	N/A	CS	Y
FtbGhBQAAAAJ	Johannes Gehrke	Database systems, data science, distributed systems, data mining	N/A	N
E1jnOcUAAAAJ	Enrico Bini	Real-Time Systems, Scheduling, Cyber-Physical Systems, Control Systems, Operating Systems	N/A	N
J12C3nYAAAAJ	Kevin Jeffay	networking, operating systems, multimedia computing	N/A	N
xjVBcr4AAAAJ	Rob Davis	Real-Time Systems, Scheduling, Embedded Systems, Multiprocessor, Networks	N/A	N
e3_l6fwAAAAJ	Zhishan Guo	Real-Time Systems, Machine Learning, Cyber-Physical Systems	N/A	N
_4i-G3YAAAAJ	Theodore P. (Ted) Baker	real-time systems, the Ada programming language	N/A	N
rnBRPpQAAAAJ	Giuseppe Lipari	Computer Science	N/A	N
M6urChQAAAAJ	Aloysius Mok	Real-time Systems, Cyber-physical Systems, Wireless Communication	N/A	N
FlZ-5sMAAAAJ	Gianlorenzo D'Angelo	N/A	N/A	N
33CH6WUAAAAJ	Giorgio Buttazzo	Real-Time Systems	N/A	N
fZ2nbwsAAAAJ	Haohan Li	Real-time Systems	N/A	N
qk0hejcAAAAJ	Leen Stougie	Optimization, Approximation Algorithms, Computational Biology	N/A	N
6qfyAZQAAAAJ	Shelby Funk	real-time systems, real-time scheduling, energy efficient systems, multiprocessor systems	N/A	N
mIZu9oQAAAAJ	James H. Anderson	Real-Time Systems, Distributed Computing, Parallel Computing.	N/A	N
mlw_NjoAAAAJ	Vincenzo Bonifaci	Algorithms, Theoretical Computer Science	N/A	N
jTzDAsIAAAAJ	Joël Goossens	real-time systems, scheduling, embedded, multiprocessor	N/A	N
xITAf6EAAAAJ	Alberto Marchetti-Spaccamela	Algorithms, Real-time systems, Bioinformatics, Security	N/A	N
ZRrTqs8AAAAJ	Marko Bertogna	Real-Time Systems, Multiprocessor Systems, Algorithms	N/A	N
30pCSfEAAAAJ	Nathan Fisher	Real-Time Systems, Approximation Algorithms, Power-Aware Systems	N/A	N
KQm_HnIAAAAJ	Alan Burns	Real-Time Systems, scheduling, programming languages	N/A	N
wY-Wy6IAAAAJ	Philip Bayly	Biomechanics, waves, oscillations	MEMS	Y
